id,user_id,caption,viewcount,created_at,updated_at,draft,demoted,hidden,front
97,19,The World Today - all the messages from East to West,8,2/22/10 16:31,4/27/10 0:10,f,f,f,f
91,10,"Everybody needs a good laugh now and then so we have been collecting jokes, riddles, and funny stori",8,2/22/10 0:54,6/2/10 12:33,f,f,f,f
85,6,Gold Medal or Olympic Champipn?,8,2/20/10 1:54,5/31/10 20:26,f,f,f,f
72,1,Google Buzz Privacy Fiasco,8,2/16/10 23:06,5/27/10 19:48,f,f,f,f
68,,Kobe's best moments,8,2/12/10 4:29,6/15/10 17:58,f,f,f,f
61,,John Terry scandal,8,2/11/10 22:01,5/19/10 18:55,f,f,f,f
384,97,An overview of some key players in the CRS and Interactive Classroom Technology industry.,7,5/26/10 19:14,6/14/10 9:32,f,f,f,f
380,75,School Laptop Programs Must be Well-executed: Some Do's and Don't's,7,5/25/10 5:10,6/13/10 20:06,f,f,f,f
379,75,School Laptop Programs Must be Well-executed: Some Do's and Don't's,7,5/25/10 5:10,6/13/10 15:23,f,f,f,f
374,,"The Controversial Miss California, Carrie Prejean.",7,5/22/10 6:46,6/12/10 1:47,f,f,f,f
367,67,6.9 earthquake rocks Western China,7,5/21/10 23:38,6/12/10 19:59,f,f,f,f
339,73,Cooperative and Collaborative Learning - From the Stone Age to the Information Age,7,5/11/10 16:59,6/8/10 15:38,f,f,f,f
334,,"Miss California's Controversial Carrie Prejean feeling ""Palinized""",7,5/10/10 0:36,6/9/10 0:45,f,f,f,f
312,83,Is the Web making our world more quantitative or qualitative?  Or something else altogether?,7,5/4/10 5:26,6/14/10 7:50,f,f,f,f
306,87,"Visualized data becomes more complex, up-to-date, and personalized with web 2.0",7,5/4/10 5:23,6/14/10 8:14,f,f,f,f
305,87,"Visualized data becomes more complex, up-to-date, and personalized with web 2.0",7,5/4/10 5:23,6/11/10 13:44,f,f,f,f
304,87,"Visualized data becomes more complex, up-to-date, and personalized with web 2.0",7,5/4/10 5:23,6/11/10 4:19,f,f,f,f
204,,Series of lectures in a timeline,7,3/24/10 22:35,6/8/10 15:01,f,f,f,f
203,,my sites,7,3/24/10 22:13,6/2/10 23:24,f,f,f,f
154,52,"People exchange ""survival guides"" for SXSW interactive, for both veterans and newbies",7,3/8/10 2:34,6/8/10 12:17,f,f,f,f
96,16,Africa,7,2/22/10 15:17,4/17/10 19:04,f,f,f,f
18,,San Francisco Gay Men's Chorus was moving!,7,2/1/10 19:09,6/12/10 12:13,f,f,f,f
393,78,The Youngest to Sail Around the World,6,6/7/10 0:56,6/12/10 3:39,f,f,f,f
391,109,"Designer Collaborations: Bringing Fashion to the Mainstream, But at What Cost?",6,6/4/10 6:12,6/10/10 22:40,f,f,f,f
361,,Arizona Immigration Bill Controversy,6,5/21/10 21:51,6/12/10 22:22,f,f,f,f
320,,Virtual collaborative learning is more tailored to individual students than is possible in classroom,6,5/5/10 2:54,5/31/10 23:49,f,f,f,f
309,73,Meaning of Virtual Communities - Could this be the impedance to widespread use as a Learning tool?,6,5/4/10 5:25,6/14/10 6:50,f,f,f,f
307,87,"Visualized data becomes more complex, up-to-date, and personalized with web 2.0",6,5/4/10 5:24,6/9/10 1:46,f,f,f,f
164,,the best sport on this planet. period.,6,3/10/10 21:29,6/9/10 12:11,f,f,f,f
390,,"Designer Collaborations: Bringing Fashion to the Mainstream, But at What Cost?",5,6/4/10 6:08,6/8/10 10:02,f,f,f,f
389,,"Designer Collaborations: Bringing Fashion to the Mainstream, But at What Cost?",5,6/4/10 6:08,6/12/10 16:41,f,f,f,f
370,106,Farmville Propels Zynga Into The Facebook Spotlight,5,5/22/10 4:17,6/5/10 14:41,f,f,f,f
359,84,Breast and Cervical Cancer Screening Have Changed Drastically,5,5/21/10 20:32,6/14/10 11:35,f,f,f,f
357,97,The rising populations of MMORPGs. ,5,5/20/10 5:08,6/8/10 16:08,f,f,f,f
337,77,"Collaborative learning is increasingly leveraged in education, business, and government",5,5/11/10 3:03,6/11/10 21:11,f,f,f,f
243,,Breast and Cervical Cancer Timeline,5,4/16/10 5:29,6/13/10 22:30,f,f,f,f
222,77,"Best virtual learning? It depends on the goal, and learning goals aren't best, social goals are.",5,4/12/10 16:17,6/1/10 14:32,f,f,f,f
388,108,Phase Development of Kampung Temasek,4,6/3/10 2:01,6/5/10 16:19,f,f,f,f
372,106,Farmville propels Zynga into the Facebook Spotlight,4,5/22/10 4:19,6/1/10 4:52,f,f,f,f
371,106,Farmville propels Zynga into the Facebook Spotlight,4,5/22/10 4:18,6/1/10 4:52,f,f,f,f
369,,Farmville propels Zynga into the Facebook Spotlight,4,5/22/10 4:16,6/4/10 7:21,f,f,f,f
360,84,Breast and Cervical Cancer Screening Have Changed Drastically,4,5/21/10 20:36,6/13/10 2:54,f,f,f,f
352,75,Wait...do some people actually think Farmville is educational???,4,5/19/10 5:37,6/14/10 10:56,f,f,f,f
343,105,Supreme Court looks at Hastings and Religious clubs,4,5/13/10 6:56,6/14/10 1:31,f,f,f,f
300,101,Screen 360 - An international film festival for children,4,5/3/10 3:31,6/6/10 9:38,f,f,f,f
344,105,Supreme Court looks at Hastings and Religious clubs,3,5/13/10 6:56,6/6/10 12:07,f,f,f,f
299,101,Proyecto Arqueológico Guachimontones,3,5/3/10 3:26,6/16/10 5:27,f,f,f,f
349,77,Researchers are increasingly interested in games and virtual worlds,2,5/18/10 5:25,6/1/10 8:24,f,f,f,f
376,73,From The Not Too Far Behaviorist To The Socially Situated Approach To Learning,1,5/25/10 4:15,5/25/10 8:37,f,f,f,f
3,,Beyonce goes from new kid on the block to Grammy winner,67,2/1/10 7:40,6/16/10 15:54,f,t,f,f
93,13,My faviorites,17,2/22/10 8:18,5/28/10 5:52,f,t,f,f
103,,A jewelry shopping experience with food fiesta,15,2/23/10 9:43,6/3/10 18:11,f,t,f,f
